sku,product_name,product_price,product_img,product_description
#05310267,Women's Off The Shoulder Daily Sexy Winter ShirtPlaid V Neck Long Sleeve Blue / Red / White Cotton Medium  ,"
				Rs844
			",,"Tops Type:, Shirt,Fabric:, Cotton"
#05637041,"Women's Daily Going out Vintage Street chic Spring Summer T-shirt,Solid Boat Neck Long Sleeves Cotton Spandex Medium  ","
				Rs1,351
			",,"Style:, Street chic, Vintage,Tops Type:, T-shirt,Neckline:, Boat Neck,Fabric:, Cotton,Design:, Backless, Ruffle,Sleeve Type:, Petal Sleeve"
#05654110,"Women's Daily Holiday Sexy Street chic Summer Fall T-shirt,Striped One Shoulder Short Sleeves Polyester Medium  ","
				Rs675
			",,"Style:, Street chic, Sexy,Occasion:, Holiday,Tops Type:, T-shirt,Neckline:, One Shoulder,Design:, Layered, Ruffle,Pattern:, Striped"
#04976389,Women's Daily Vintage A Line Skater Dress  ,"
				Rs788
			",,"Dresses Type:, A Line,Pattern:, Polka Dot"
#05545607,"Women's Holiday Plus Size Casual Loose Dress,Solid Round Neck Above Knee Long Sleeves Cotton Summer Mid Rise Inelastic Medium  ","
				Rs450
			",,"Occasion:, Holiday,Fabric:, Cotton"
#04894742,"Women's Work Sexy Punk & Gothic All Seasons Shirt,Solid Stand Long Sleeves Rayon Polyester Thin  ","
				Rs636
			",,"Occasion:, Work,Tops Type:, Shirt,Design:, Ruffle"
#05099834,Running Outdoor sport Running Shoes Women's Anti-Slip / Damping / Breathable Coconut Shoes/ Leisure  ,"
				Rs655
			",https://li6.rightinthebox.com/images/384x384/201607/wcdzag1468892006057.jpg,"Activity:, Running Shoes, - "
#05581287,"Women's Ruffle Bandeau Bikini,High Rise Ruffle Solid Polyester White Pink Blue Brown Black  ","
				Rs649
			",,"Style:, Ruffle, High Rise,Neckline:, Bandeau,Swimwear Category:, Bikini"
#03991256,Women's Sexy Bodycon Beach Casual Party Sleeveless Print Maxi Dress  ,"
				Rs957
			",,"Occasion:, Beach,Dresses Type:, Bodycon, - ,Fabric:, Linen,Design:, Flower,Dress Length:, Maxi,Pattern:, Color Block"
#04320581,Women Bags Polyester Evening Bag Pearl Crystal/ Rhinestone for Event/Party Formal All Seasons White Beige Cream  ,"
				Rs1,371
			",https://li1.rightinthebox.com/images/384x384/201608/vxru1470641817918.jpg,"Occasion:, Event/Party"
#05416445,"Women's Daily Club Sexy Bodycon Dress,Solid Crew Neck Knee-length Sleeveless Polyester Spring Summer Mid Rise Micro-elastic Medium  ","
				Rs957
			",,"Style:, Sexy,Occasion:, Club,Dresses Type:, Bodycon, - ,Design:, Cut Out, Rivet,2018 Trends:, Backless"
#05600190,"Women's Daily Club Casual Sexy Solid Halter Jumpsuits,Wide Leg Sleeveless Summer Polyester  ","
				Rs1,166
			",,"Style:, Sexy,Occasion:, Club,Neckline:, Halter,Waistline:, High Rise,Jumpsuit Type:, Jumpsuits,Pants Type:, Wide Leg"
#01213975,Women Bags Nylon Metal Evening Bag Crystal Detailing for Event/Party Summer Gold Black Silver Coffee  ,"
				Rs596
			",https://li1.rightinthebox.com/images/384x384/201404/juzzxa1396322469591.jpg,"Occasion:, Event/Party"
#05781294,"Women's Party Vintage Sophisticated Swing Dress,Print Halter Maxi Sleeveless Rayon Polyester All Seasons High Rise Micro-elastic Medium  ","
				Rs675
			",,"Style:, Sophisticated, Vintage,Occasion:, Party,Dresses Type:, Swing,Neckline:, Halter,Waistline:, High Rise,Dress Length:, Maxi,2018 Trends:, Floral Patterns, Backless"
#04036976,"Chandelier ,  Traditional/Classic Chrome Feature for Crystal Metal Living Room Bedroom Dining Room Study Room/Office Entry  ","
				Rs6,308
			",https://li5.rightinthebox.com/images/384x384/201705/afso1494297400654.jpg,"Suggested Room Size:, 10-15㎡,Bulb Included or Not:, Bulb Not Included,Bulb Base:, E12/E14"
#05375272,"Women's High Rise Micro-elastic Jeans Pants, Casual Street chic Solid Polyester Winter Fall  ","
				Rs844
			",,"Style:, Street chic,Waistline:, High Rise,Pants Type:, Jeans"
#05713744,"Women's Daily Casual Summer Tank Top,Solid Deep U Sleeveless Cotton Medium  ","
				Rs732
			",,"Tops Type:, Tank Top,Fabric:, Cotton"
#05670847,"Women's Halter Bikini,Plunging Neckline Color Block Sport Velvet Polyester  ","
				Rs695
			",https://li3.rightinthebox.com/images/384x384/201704/ahjfgi1491787426268.jpg,"Style:, Sports,Neckline:, Halter,Swimwear Category:, Bikini,Pattern:, Patchwork"
#05626907,"Women's Daily Club Above Knee Skirts, Casual Sexy Bodycon Polyester Solid Summer Fall  ","
				Rs732
			",,"Style:, Sexy,Occasion:, Club,Design:, Bow,Pants Type:, Bodycon"
#04477437,"Women's Daily Elegant & Luxurious Winter Spring/Fall Fur Coat,Vintage V-neck Sleeveless Regular N/A Modern Style  ","
				Rs901
			",,
#05579953,Women's Shoes Fleece Spring Summer Sandals Stiletto Heel Peep Toe Pearl Tassel for Wedding Dress Party & Evening White  ,"
				Rs3,160
			",https://li1.rightinthebox.com/images/384x384/201703/davwsz1488419761602.jpg,"Occasion:, Party & Evening, Wedding,Toe Shape:, Peep Toe,2018 Trends:, Crystal Sandals"
#05224601,"Women's Winter Fur Coat,Solid Simple Hooded Long Sleeve Long Faux Fur  ","
				Rs2,816
			",,"Sleeve Type:, Flare Sleeve,Special Size:, Plus Size"
#06188289,Hair Trimmers Men and Women 220V-240V Low Noise Power Cord Tail 360° Rotatable Ergonomic design Handheld Design  ,"
				Rs1,632
			",https://li1.rightinthebox.com/images/384x384/201708/kxxgwv1504170076306.jpg,
#06283631,0.5g/Bottle Black Mirror Effect Decoration 3D Nail Art Glitter     ,"
				Rs112
			",https://li5.rightinthebox.com/images/384x384/201710/dsznmc1508148977805.jpg,
#05586620,BP-808 Home Voice Intelligent Full Automatic Upper Arm Electronic Sphygmomanometer  ,"
				Rs1,574
			",https://li7.rightinthebox.com/images/384x384/201703/dwynru1488727760685.jpg,
#06250227,910 Handheld Design ABS Material Laser Epilator 100240V 36W  ,"
				Rs5,500
			",https://li7.rightinthebox.com/images/384x384/201709/nejsty1506564509135.jpg,
#05541283,12 Colors Professional Make Up Eye Shadow Lip Liner Eyebrow Glitter Eyeshadow Eyeliner Pencil Pen Cosmetic Makeup Set Kit Tools  ,"
				Rs370
			",https://li5.rightinthebox.com/images/384x384/201702/sqxbce1486527099615.jpg,
#01372400,10PCS Makeup Brushes Set Pink/White/Black Powder Blush Eyeshadow Brush Gold/Silver Tube with Draw String Bag  ,"
				Rs529
			",https://li6.rightinthebox.com/images/384x384/201405/kprqsv1400062034572.jpg,"Handle Material:, Wood"
#02514902,1PCS Leopard Black Lasting Extension Length Long Thick Curling Eyelash Mascara Cat Eyes Lashes Makeup   ,"
				Rs105
			",https://li6.rightinthebox.com/images/384x384/201607/mrwv1469071374962.jpg,"Function:, Extended, Thick, Curly"
#06010136,Golf Shoes Men's Golf Wearable Breathable Training Casual Sports Outdoor Performance Practise Sporty Nappa Leather Cowhide Rubber  ,"
				Rs3,843
			",https://li5.rightinthebox.com/images/384x384/201707/izghch1499998036774.jpg,
#05958218,Women's Golf Skirts & Dresses  ,"
				Rs2,385
			",https://li4.rightinthebox.com/images/384x384/201802/bhn1518157624676.jpg,
#05781386,Casual Shoes Golf Shoes Men's Anti-Slip Anti-Shake/Damping Cushioning Breathable Wearproof Performance Outdoor Low-Top Rubber Leisure  ,"
				Rs3,976
			",https://li8.rightinthebox.com/images/384x384/201705/dbplhr1494317126807.jpg,
#05649077,Badminton Posts and Net Badminton Net Badminton Rackets Feather Shuttlecocks Nondeformable High Elasticity Durable for Carbon Fiber  ,"
				Rs4,638
			",https://li7.rightinthebox.com/images/384x384/201703/rzlpro1490845726916.jpg,
#06064323,JR-631 Soccer Shoes Hiking Shoes Casual Shoes Mountaineer Shoes Hunting Shoes Mountain Bike Shoes Men's Keep Warm Camping & Hiking  ,"
				Rs3,445
			",https://li8.rightinthebox.com/images/384x384/201707/dujfpc1501470313561.jpg,
#05897649,Punching Bag Set with Boxing Gloves Hangers Removable Chain Strap Sanda Boxing Taekwondo Muay Thai KarateDurable Boxing Strength Training  ,"
				Rs1,325
			",https://li2.rightinthebox.com/images/384x384/201706/mzoawl1496808266528.jpg,
#05383971,Camouflage Hunting Pants Men's Women's Waterproof Thermal / Warm Wearable Camouflage Winter Fleece Softshell Pants / Trousers for Skiing  ,"
				Rs1,987
			",https://li8.rightinthebox.com/images/384x384/201611/ldbtyu1478161374796.jpg,"Season:, Winter,Function:, Thermal / Warm,Fabric:, Softshell, Fleece"
#05783620,Accessory Kit For Gopro 36 in 1 Multi-function Foldable Adjustable For Action Camera Gopro 6 Gopro 5 Xiaomi Camera Gopro 4 Silver Gopro 4  ,"
				Rs1,325
			",https://li8.rightinthebox.com/images/384x384/201705/volx1494385372024.jpg,"Features:, Multi-function,Compatible Camera:, Gopro 1, Gopro 6, Gopro 5, SJCAM SJ5000X, SJCAM SJ7000, Gopro 4, Gopro 3+, Xiaomi Camera, Gopro 3, SJCAM, Gopro 2"
#02091253,Telescopic Pole Floating Hand Grip For Action Camera Gopro 5 Gopro 4 Gopro 3 Gopro 2 Gopro 3+ Gopro 1 Skiing Camping / Hiking Hunting Ski  ,"
				Rs662
			",https://li6.rightinthebox.com/images/384x384/201410/udqigg1413169472067.jpg,"Compatible Camera:, Gopro 3+, Gopro 3, Gopro 2, Gopro 1, Gopro 5, Gopro 4"
#05727184,HISEA® Women's 3mm Full Wetsuit Thermal / Warm Quick Dry Sweat-wicking Cotton Diving Suit Long Sleeves Diving Suits - Diving Winter  ,"
				Rs3,976
			",,"Function:, Thermal / Warm, Quick Dry"
#05759905,Men's 1mm Dive Skin Suit Quick Dry Breathable Compression Neoprene Diving Suit Long Sleeves Diving Suits - Diving Spring Summer Classic  ,"
				Rs1,987
			",https://li5.rightinthebox.com/images/384x384/201705/veacta1493791923011.jpg,"Function:, Quick Dry"
#01511896,Protective Case Waterproof Housing Case Waterproof 45M For Action Camera Gopro 4 Gopro 3 Gopro 3+ Camping / Hiking Cycling Ski &  ,"
				Rs728
			",https://li4.rightinthebox.com/images/384x384/201704/ipss1491963478031.jpg,"Features:, Waterproof,Compatible Camera:, Gopro 4, Gopro 3+, Gopro 3"
#05435341,SJ4000 WiFi 1080P Version Sports DV/Action Camera 20MP 4608 x 3456  Adjustable wireless Wide Angle 30fps ±2EV CMOS 32 GB H.264Single Shot Burst Mode  ,"
				Rs2,186
			",https://li2.rightinthebox.com/images/384x384/201705/udtb1493980291810.jpg,"Type:, Sports Action Camera,Features:, Wide Angle, WiFi"
#04499395,Accessory Kit For Gopro 42 in 1 Waterproof For Action Camera Gopro 6 Gopro 5 Xiaomi Camera Gopro 4 Gopro 4 Silver Gopro 4 Session Gopro 4  ,"
				Rs1,325
			",https://li1.rightinthebox.com/images/384x384/201706/gqwv1497351880041.jpg,"Features:, Waterproof,Compatible Camera:, Xiaomi Camera, Gopro 4, Gopro 3+, Gopro 3, Gopro 2, Gopro 1, Gopro 6, Gopro 5"
#06128159,Sports Action Camera 4K  WIFI Waterproof 12MP High Defenition 2.0 Inch Sports DV 170 Degree  Yellow  ,"
				Rs1,987
			",https://li6.rightinthebox.com/images/384x384/201608/saeruq1470379000803.jpg,"Type:, Sports Action Camera,Features:, 4K, WiFi, Waterproof"
#05822181,Accessory Kit For Gopro 50 in 1 Multi-function Foldable Adjustable Floating Convenient For Action Camera Gopro 6 Gopro 5 Xiaomi Camera  ,"
				Rs1,325
			",https://li6.rightinthebox.com/images/384x384/201705/yaccpe1495191497251.jpg,"Features:, Multi-function,Compatible Camera:, Xiaomi Camera, SJCAM, Gopro 6, Gopro 4, Gopro 5, Gopro 3+, Gopro 3, Gopro 2, Gopro 1"
#05150493,Sports Action Camera 4K  WIFI Waterproof 12MP High Defenition 2.0 Inch Sports DV 170 Degree  Yellow  ,"
				Rs1,987
			",https://li7.rightinthebox.com/images/384x384/201712/ylds1512648578451.jpg,"Type:, Sports Action Camera,Features:, 4K, WiFi, Waterproof"
#04590107,Men's Tracksuit Long Sleeves Thermal / Warm Windproof Wearable Breathable Softness Pants / Trousers Zip Top Clothing Suits for Camping /  ,"
				Rs1,987
			",https://li2.rightinthebox.com/images/384x384/201511/xafusm1447809761060.jpg,"Function:, Breathable, Thermal / Warm, Windproof"
#05981916,Men's Running T-Shirt Short Sleeves Quik Dry Elastic Casual/Daily T-shirt Top for Running/Jogging Casual Exercise & Fitness Camping /  ,"
				Rs861
			",https://li7.rightinthebox.com/images/384x384/201706/xhgfrt1498790342349.jpg,"Function:, Quick Dry, - "
#04915254,Men's Running Pants Quick Dry Breathable Pants / Trousers Bottoms Exercise & Fitness Leisure Sports Running Cotton Loose Gray Red  ,"
				Rs662
			",https://li6.rightinthebox.com/images/384x384/201611/sjri1478872963900.jpg,"Function:, Breathable, Quick Dry"
#05719418,Smart Bracelet iOS Android GPS Touch Screen Heart Rate Monitor Water Resistant / Water Proof Calories Burned Pedometers Media Control  ,"
				Rs1,789
			",https://li3.rightinthebox.com/images/384x384/201708/dmqr1503885950900.jpg,"Material:, TPU,Type:, Smart Bracelet,Features:, Long Standby, Alarm Clock, Touch Screen, GPS, Camera, Heart Rate Monitor, Distance Tracking, Water Resistant / Water Proof, Pedometers,Connection:, Bluetooth4.0,Supported Operating Systems:, Android, iOS,Sensor:, Gravity Sensor, Finger sensor, Heart Rate Sensor, Accelerometer, Proximity Sensor,Screen Type:, OLED"
#05520374,Men's Running Tights Gym Leggings Quick Dry Breathable Sweat-Wicking Tights Bottoms Exercise & Fitness Running Tight Black Dark Blue Gray  ,"
				Rs861
			",https://li2.rightinthebox.com/images/384x384/201703/oedw1490166554677.jpg,"Function:, Breathable, Quick Dry"
#05285513,ASICS® GEL-NIMBUS 17 Running Shoes Sneakers Road Running Shoes Men's Anti-Slip Cushioning Breathable Wearproof Performance Outdoor Knitted Mixed  ,"
				Rs5,964
			",https://li2.rightinthebox.com/images/384x384/201609/nzcfoh1473318606194.jpg,"Function:, Anti-Slip, Wearproof"
#04915253,Women's Tracksuit Long Sleeves Thermal / Warm Reduces Chafing Stretch Lightweight Running Hoodie Pants / Trousers Clothing Suits Top for  ,"
				Rs1,126
			",https://li2.rightinthebox.com/images/384x384/201604/xgmnki1460802778064.jpg,"Function:, Thermal / Warm"
#04890775,"Men's Running Tights Gym Leggings Quick Dry High Breathability (>15,001g) Breathable Compression Lightweight Materials Tights Bottoms  ","
				Rs861
			",,"Function:, Breathable, Quick Dry"
#04813566,FJQXZ Men's Running Pants Quick Dry Wearable Breathable Soft Low-friction Pants / Trousers Leisure Sports Cycling / Bike Running Polyester  ,"
				Rs1,126
			",https://li4.rightinthebox.com/images/384x384/201602/fwaihv1456748226707.jpg,"Function:, Quick Dry, Breathable"
#05064470,Xiaomi Mi band 2 Smart Bracelet Activity Tracker iOS AndroidWater Resistant / Water Proof Long Standby Calories Burned Sports Health Care  ,"
				Rs1,789
			",https://li7.rightinthebox.com/images/384x384/201704/ptfy1493370617766.jpg,"Type:, Activity Tracker, Smart Bracelet,Features:, Heart Rate Monitor, Water Resistant / Water Proof, Long Standby, Touch Screen, Distance Tracking,Connection:, Bluetooth4.0,Supported Operating Systems:, Android, iOS,Sensor:, Finger sensor, Heart Rate Sensor, Accelerometer, Proximity Sensor,Screen Type:, OLED"
#04897363,SBART Women's Dive Skin Suit Ultraviolet Resistant Full Body Chinlon Short Sleeves Diving Suits Rash Guard Swimming Diving Surfing  ,"
				Rs1,325
			",https://li6.rightinthebox.com/images/384x384/201604/flcouv1460344226231.jpg,
#04960111,Men's Board Shorts Quick Dry Breathable Compression Sweat-wicking Cotton Tactel Diving Suit Swimwear Bottoms - Swimming Leisure Sports  ,"
				Rs1,126
			",https://li6.rightinthebox.com/images/384x384/201605/ljkoot1462762469993.jpg,"Function:, Quick Dry"
#05385204,Diving Mask Snorkel Mask Snorkeling Packages Full Face Mask Safety Gear Protective 180 Degree View Dry Top - Children's Adults' Swimming  ,"
				Rs1,789
			",https://li2.rightinthebox.com/images/384x384/201611/objuss1478226370309.jpg,"Gender:, Children's, Adults',Features:, Full Face Mask, Dry Top"
#05608180,Diving Mask Snorkel Mask Anti-Fog Leak-Proof Full Face Mask 180 Degree View - Children's Adults' Diving Neoprene  ,"
				Rs2,518
			",https://li4.rightinthebox.com/images/384x384/201703/fhcyvk1489403011576.jpg,"Gender:, Adults', Children's,Features:, Full Face Mask"
#05617712,Snorkel Mask Snorkeling Packages Diving Mask Diving Packages Full Face Mask 180 Degree View Leak-Proof - Children's Adults' Swimming  ,"
				Rs1,987
			",https://li6.rightinthebox.com/images/384x384/201703/osvxlk1489732323403.jpg,"Gender:, Adults', Children's,Features:, Full Face Mask"
#04332680,Stunt Scooter Pro Scooter Freestyle Scooter for Adults' with Attractive Graphic Design 6061 Aluminium Alloy Professional  ,"
				Rs9,277
			",https://li5.rightinthebox.com/images/384x384/201604/kel1460709279785.jpg,
#05006771,Diving Mask Snorkel Mask Anti-Fog Waterproof Full Face Mask Breathable Leak-Proof GoPro Compatible 180 Degree View - Children's Adults'  ,"
				Rs1,789
			",https://li2.rightinthebox.com/images/384x384/201608/iwkx1472625382407.jpg,"Gender:, Children's, Adults',Features:, Full Face Mask"
#05387024,Inline Roller Skates for Kids with Free Helmet & Knee Pads Set Breathable Adjustable  ,"
				Rs1,987
			",https://li4.rightinthebox.com/images/384x384/201703/kjlf1488544652695.jpg,
#05726784,Adults' Inline Skates Breathable Adjustable Protective ABEC-7 - White/Black  ,"
				Rs3,313
			",https://li6.rightinthebox.com/images/384x384/201704/uwwytg1492766791537.jpg,
#05764536,Adults'   Orbit-wheel Skate Skatecycle Adjustable Lightweight Blue/Black/Gray  ,"
				Rs1,987
			",https://li6.rightinthebox.com/images/384x384/201705/hjxb1494471735163.jpg,
#04635602,New Design Pro Stunt Scooter Kick Scooter with Attractive Graphic for sell  ,"
				Rs8,614
			",https://li7.rightinthebox.com/images/384x384/201609/gxyr1473334686778.jpg,
#03591189,"Adults' Aluminum Freestyle Scooter Pro Scooter, Stunt Scooter   T4/T6 Heat Treatment 500*110mm White/Black  ","
				Rs8,614
			",https://li5.rightinthebox.com/images/384x384/201707/cost1499680081898.jpg,
#06142749,Original Xiaomi Youth Edition Folding Electric Scooter Aircraft-Grade Aluminum Alloy 500*110mm - White/Black  ,"
				Rs23,194
			",https://li5.rightinthebox.com/images/384x384/201707/kdawdp1500002584663.jpg,
#06112315,Original Xiaomi M365 Folding Electric Scooter Aircraft-Grade Aluminum Alloy 500*110mm - White/Black  ,"
				Rs26,507
			",https://li5.rightinthebox.com/images/384x384/201707/kdawdp1500002584663.jpg,
#04759097,Dog Bark Collar Adjustable / Retractable Anti Bark Electronic/Electric Shock/Vibration Solid Nylon Black  ,"
				Rs463
			",https://li1.rightinthebox.com/images/384x384/201609/cduz1475132630709.jpg,
#02019337,Camouflage Hunting Jacket Men's Thermal / Warm Windproof Rain-Proof Waterproof Zipper Dust Proof Breathable Camouflage Winter Fleece  ,"
				Rs2,650
			",https://li2.rightinthebox.com/images/384x384/201409/typpwv1411632049086.jpg,"Season:, Winter,Function:, Thermal / Warm,Fabric:, Fleece"
#04743553,Dog Training Collar Dog Bark Collar Anti Bark 300M Remote Control Shock/Vibration Electronic LCD Display Black  ,"
				Rs1,325
			",https://li4.rightinthebox.com/images/384x384/201610/ujcn1476691369968.jpg,
#01677518,Dog Harness Leash Training Safety Lights Lighting Leash LED Lights Adjustable / Retractable Solid Nylon Yellow Green Blue Pink Dark Red  ,"
				Rs397
			",https://li4.rightinthebox.com/images/384x384/201610/ltb1476849507160.jpg,
