sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visiblity,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_main_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty-inc,enable_qty_increments,is_decimal_divided,website_id,defered_stock_update,use_config_defered_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,product_img
#05001411,,,,,,Vegetable Fruit Nicer Dicer Slicer Cutter Plus Container Chopper Peeler  ,,,,,,"
				Rs1,537
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201606/nhizgv1464765634579.jpg
#05005685,,,,,,Kitchen BBQ Temperature Electronic Digital Cooking Food Meat Probe Thermometer TP101 Cooking Tool(-50~300℃)  ,,,,,,"
				Rs264
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201606/dkpzfq1464960666931.jpg
#06051935,,,,,,4Pcs Multifunctional Food Fresh Keeping Saran Wrap Kitchen Tools Reusable Silicone Food Wraps Seal Vacuum Cover Lid Stretch  ,,,,,,"
				Rs158
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201707/kzpfot1501068301316.jpg
#05060874,,,,,,Multi Functional Ginger Garlic Grinding Grater Planer Slicer Mini Cutter Cooking Tool(Random Color)  ,,,,,,"
				Rs66
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201607/wnssts1467506740551.jpg
#05034301,,,,,,Hamburger Patties Patty Mold Pressure Hamburg Making Artifacts Kitchen Tools  ,,,,,,"
				Rs158
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201612/bprh1482386723738.jpg
#03065130,,,,,,1 Set Of 46 Pcs DIY / High Quality / Cake Decorating / Baking Tool / Fashion For Cookie / For Chocolate / For Cupcake / For Cake ABS  ,,,,,,"
				Rs795
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201609/sfnf1473067811627.jpg
#06517339,,,,,,Xiaomi Mijia Automatically Touchless Foaming Dish Inducs Foam Washing Soap Dispenser   ,,,,,,"
				Rs2,385
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201801/cfidpr1516609540436.jpg
#05842881,,,,,,"Hand-Painted Animals Square, Classic Modern Canvas Oil Painting Home Decoration One Panel  ",,,,,,"
				Rs3,777
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201705/didxbn1495682316292.jpg
#05528407,,,,,,JAMMORY White Jade Carving Large Flower Decor 3D Fashion Wallpaper Personality Wallpaper Mural  Wall Covering Canvas Material Golden ChurchXL XXL XXXL  ,,,,,,"
				Rs4,771
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201701/uxoszb1484811147779.jpg
#02801306,,,,,,"Mirrors Wall Stickers Mirror Wall Stickers Decorative Wall Stickers, Vinyl Home Decoration Wall Decal Wall  ",,,,,,"
				Rs463
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201503/pxnnhg1426517704915.jpg
#06009993,,,,,,"Hand-Painted Floral/Botanical Horizontal, Abstract Canvas Oil Painting Home Decoration One Panel  ",,,,,,"
				Rs5,433
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201707/jhtkuh1499944647750.jpg
#04688190,,,,,,"Hand-Painted Landscape Horizontal Panoramic, Modern Canvas Oil Painting Home Decoration One Panel  ",,,,,,"
				Rs4,572
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201512/xrjhha1449736270863.jpg
#04785404,,,,,,"Hand-Painted Still Life Horizontal, Modern Canvas Oil Painting Home Decoration One Panel  ",,,,,,"
				Rs4,704
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201601/afkqri1453300884220.jpg
#05242835,,,,,,"Hand-Painted Animals Horizontal, Modern Canvas Oil Painting Home Decoration One Panel  ",,,,,,"
				Rs4,439
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201609/vwbxzx1473042843762.jpg
#04644411,,,,,,"Hand-Painted Abstract Vertical, Modern Canvas Oil Painting Home Decoration One Panel  ",,,,,,"
				Rs3,976
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201512/ifgrss1448935628685.jpg
#04985573,,,,,,"Hand-Painted Abstract Vertical, Modern Canvas Oil Painting Home Decoration One Panel  ",,,,,,"
				Rs3,777
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201605/clogos1463971019380.jpg
#03702401,,,,,,"Shapes Wall Stickers Luminous Wall Stickers Decorative Wall Stickers, Vinyl Home Decoration Wall Decal Wall  ",,,,,,"
				Rs132
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201506/ecaban1434531076779.jpg
#05543564,,,,,,"Duvet Cover Sets Floral 4 Piece Silk/Cotton Blend Jacquard Silk/Cotton Blend 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams)  ","Material:, Silk/Cotton Blend,Crafts:, Jacquard,Thread Count:, 500 Tc,Composition:, 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams),Note:, twin size include: 1 bed sheet  1 duvet cover and 1pillowcase ,  the other sizes includes : 1 bed sheet  1 duvet cover and 2 pillowcases",,,,,"
				Rs3,220
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201702/mdlfli1486715436667.jpg
#05221909,,,,,,Window Film Window Decals Style Enchanting Bouquet PVC Window Film - (100 x 45)cm  ,"Features:, Window Film,Recommended for:, Shop /Cafe, Bath Room, Living Room, Kids Room, Office, Bedroom, Dining Room",,,,,"
				Rs198
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201608/kmvhup1472202254063.jpg
#04819491,,,,,,Owl Duvet Cover+Pillowcases 3pcs bedding set  ,"Crafts:, Reactive Print,Thread Count:, >800 Tc",,,,,"
				Rs3,101
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201702/hbtc1487057664851.jpg
#04913844,,,,,,"Grommet Top One Panel Curtain Country , Jacquard Living Room Polyester Material Sheer Curtains Shades Home Decoration  ","Shop By Room:, Living Room,Crafts:, Jacquard,Curtain Type:, Sheer Curtains Shades",,,,,"
				Rs1,921
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201604/mrhicd1460693146239.jpg
#05160317,,,,,,"Contemporary Polyester Sofa Cover , With Ties Solid Jacquard Slipcovers  ","Type:, Sofa Cover",,,,,"
				Rs2,084
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201608/iyutei1470729046811.jpg
#04967494,,,,,,230CM 51Heads Flower High Fidelity Rose Flower Rattan Home Decoration  ,"Vase:, Not Included,Branch Numbers:, 1",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201605/fdpivn1463040279371.jpg
#05437033,,,,,,Freestanding 4-Blade Heat Powered Eco-Friendly Classical Stove Fan Fireplace Fan 180 CFM Max  ,,,,,,"
				Rs3,551
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201611/kwdanh1479804750725.jpg
#06502380,,,,,,"Fresh Style Bath Robe,Solid Superior Quality 100% Polyester 100% Polyester Towel  ","Type:, Bath Robe",,,,,"
				Rs615
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201801/wfiuym1516093891521.jpg
#05001596,,,,,,1 Bouquet Artificial Peony Peonies Flowers 8 Heads Silk Flower Wedding Home Party Decor European Style Large  ,"Vase:, Not Included,Branch Numbers:, 1",,,,,"
				Rs496
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201606/wuzmml1464767709076.jpg
#05480341,,,,,,Scratch Map Deluxe Edition Travel Vacation Personalized Log Scratch off World Laminate(USLUKSD)  ,,,,,,"
				Rs529
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201612/qdvegg1481187671580.jpg
#05378092,,,,,,"Modern/Contemporary Houses Wall Clock,Others Metal / Wood 26*60cm Indoor Clock  ",,,,,,"
				Rs3,710
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201611/aqfwsf1477970909088.jpg
#06236459,,,,,,Quick Start Type Heat Powered Stove Fan HL-700B Air Purifiers  ,,,,,,"
				Rs3,021
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201709/pgtkso1506071444637.jpg
#05944003,,,,,,XiaoMi Yeelight E26/E27 Colorful RGBW LED Smart Bulb 19 LEDS 600lm 1700-6500K 220-240V WIFI Remote Control  ,,,,,,"
				Rs1,126
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201706/xfsv1498030028376.jpg
#02641723,,,,,,3D Large Mental Home Decor DIY Creative Personality Wall Clock for Living Room 12S015-S  ,,,,,,"
				Rs1,060
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201501/swxxcq1421725306317.jpg
#06517339,,,,,,Xiaomi Mijia Automatically Touchless Foaming Dish Inducs Foam Washing Soap Dispenser   ,,,,,,"
				Rs2,385
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201801/cfidpr1516609540436.jpg
#06463666,,,,,,Xiaomi Black Color Umbrella for Sunny and Rainy Days  ,,,,,,"
				Rs1,292
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201801/wrzg1515036508535.jpg
#04880167,,,,,,"Rod Pocket Grommet Top Tab Top Double Pleat Pencil Pleat Two Panels Curtain Modern , Print Cartoon Kids Room Polyester Material Blackout  ","Shop By Room:, Kids Room,Curtain Type:, Blackout Curtains Drapes",,,,,"
				Rs3,820
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201604/gffggf1459493463597.jpg
#05397361,,,,,,"Rod Pocket One Panel Curtain European , Print Flower Living Room Polyester Material Sheer Curtains Shades Home Decoration  ","Shop By Room:, Living Room,Curtain Type:, Sheer Curtains Shades",,,,,"
				Rs3,114
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201611/hyzecd1478682398844.jpg
#01354953,,,,,,One Panel Curtain Modern Solid Living Room Polyester Material Sheer Curtains Shades Home Decoration  ,"Shop By Room:, Living Room,Curtain Type:, Sheer Curtains Shades",,,,,"
				Rs2,451
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201405/ngut1401417285078.jpg
#04538973,,,,,,Two Panels Owl Kids  Blackout Printing Curtains Shades  ,"Shop By Room:, Bedroom,Curtain Type:, Blackout Curtains Drapes",,,,,"
				Rs2,650
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201511/yleeff1446798692106.jpg
#06245499,,,,,,"Duvet Cover Sets 3D(random pattern) 4 Piece Polyester Reactive Print Polyester 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams)  ","Crafts:, Reactive Print,Thread Count:, 300 Tc,Composition:, 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams)",,,,,"
				Rs3,041
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201709/vzzjgj1506409811316.jpg
#04914073,,,,,,"Grommet Top One Panel Curtain Country , Jacquard Living Room Polyester Material Sheer Curtains Shades Home Decoration  ","Shop By Room:, Living Room,Crafts:, Jacquard,Curtain Type:, Sheer Curtains Shades",,,,,"
				Rs2,186
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201612/elwe1481177771890.jpg
#05543564,,,,,,"Duvet Cover Sets Floral 4 Piece Silk/Cotton Blend Jacquard Silk/Cotton Blend 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams)  ","Material:, Silk/Cotton Blend,Crafts:, Jacquard,Thread Count:, 500 Tc,Composition:, 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams),Note:, twin size include: 1 bed sheet  1 duvet cover and 1pillowcase ,  the other sizes includes : 1 bed sheet  1 duvet cover and 2 pillowcases",,,,,"
				Rs3,220
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201702/mdlfli1486715436667.jpg
#06229533,,,,,,"Rod Pocket Grommet Top Pencil Pleat Curtain Flower Patterned European , Jacquard Floral / Botanical Living Room Material Blackout  ","Shop By Room:, Living Room,Crafts:, Jacquard,Curtain Type:, Blackout Curtains Drapes",,,,,"
				Rs4,970
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201709/rzteix1505890586825.jpg
#04913844,,,,,,"Grommet Top One Panel Curtain Country , Jacquard Living Room Polyester Material Sheer Curtains Shades Home Decoration  ","Shop By Room:, Living Room,Crafts:, Jacquard,Curtain Type:, Sheer Curtains Shades",,,,,"
				Rs1,921
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201604/mrhicd1460693146239.jpg
#05036280,,,,,,Ball Gown Off-the-shoulder Floor Length Lace Tulle Prom Formal Evening Dress with Lace by ARMK  ,"Embellishment:, Lace, - ",,,,,"
				Rs4,771
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06022403,,,,,,Jumpsuit One Shoulder Floor Length Chiffon Formal Evening Dress with Pleats by TS Couture®  ,"Silhouette:, Jumpsuit, - ",,,,,"
				Rs8,614
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05974345,,,,,,A-Line High Neck Tea Length Lace Satin Tulle Rehearsal Dinner Cocktail Party Dress with Beading Bow(s) Lace Pearl Detailing Sash / Ribbon  ,"Style:, Lace Up, - ,Embellishment:, Lace, - , Bandage, - ",,,,,"
				Rs11,689
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02019088,,,,,,A-Line Jewel Neck Floor Length Georgette Prom Formal Evening Dress with Beading Appliques Pearl Detailing by CHQY  ,"Style:, Lace Up, - ,Embellishment:, Appliques, - ",,,,,"
				Rs4,771
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05065540,,,,,,A-Line Sweetheart Chapel Train Satin Tulle Formal Evening Dress with Beading Appliques by Xiangyouyayi  ,"Style:, See Through, - ,Embellishment:, Appliques, - ",,,,,"
				Rs7,156
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201607/gcsewt1467692044471.jpg
#06073938,,,,,,A-Line Princess Spaghetti Straps Short / Mini Lace Sequined Cocktail Party Dress with Pattern / Print Sequins by TS Couture®  ,"Style:, Open Back, - , Sparkle & Shine, - ,Embellishment:, Pattern / Print, Sequin, - ",,,,,"
				Rs5,964
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06537836,,,,,,"SHARP Z2 Global Version 5.5 "" 4G Smartphone (4GB+32GB 16MP MT6797 Deca Core 3000mAh)  ","RAM:, 4GB,Back Camera:, 16MP,ROM:, 32GB,Product type:, 4G Smartphone,Screen Resolution:, 1920*1080,Screen Size:, 5.5",,,,,"
				Rs7,952
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201801/bfpmsc1517381728919.jpg
#06352927,,,,,,LeTV Letv Le Pro 3 (X651 for 32GB version) 5.5 inch Cell Phone (4GB + 32GB 13 MP Deca Core 4000mAh)  ,"4G:, FDD(B7  2600MHz), FDD(B3 1800MHz), FDD(B1 2100MHz),CPU Type:, Deca Core,RAM:, 4GB,ROM:, 32GB,Fingerprint:, Yes,Screen Resolution:, 1920*1080,Screen Size(inch):, 5.5,Back Camera:, 13 MP,Camera Function:, Dual Camera",,,,,"
				Rs7,620
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201711/cdrjjt1510134239625.jpg
#06184353,,,,,,DOOGEE S60 5.2 inch 4G Smartphone (6GB + 64GB 21 MP Octa Core 5580mAh)  ,"RAM:, 6GB,Back Camera:, 21 MP,ROM:, 64GB,Product type:, 4G Smartphone,Screen Resolution:, 1920*1080,Screen Size:, 5.2",,,,,"
				Rs17,229
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201708/velttq1504089593082.jpg
#05628475,,,,,,"Xiaomi Redmi Note 4 64GB 5.5 "" Global Version 4G Smartphone (Snapdragon 625 13MP 4GB+64GB Black/Grey)  ","Product type:, 4G Smartphone,4G:, FDD(B3 1800MHz), FDD(B1 2100MHz), TDD(B40 2300MHz), TDD(B38 2600MHz), FDD(B20 800MHz), FDD(B8 900MHz), FDD(B7  2600MHz), FDD(B5 850MHz),Hardware Platform:, Qualcomm Snapdragon 625,CPU Type:, Octa Core,RAM:, 4GB,ROM:, 64GB,Fingerprint:, Yes,Screen Resolution:, 1920*1080,Screen Size:, 5.5,Back Camera:, 13 MP",,,,,"
				Rs11,596
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201703/hfjrkk1490091758745.jpg
#06430172,,,,,,"Xiaomi Redmi 5 Plus 5.99"" 4G Smartphone (4GB+64GB 12MP Snapdragon 625 18:9 Screen 4000mAh)  ","Hardware Platform:, Qualcomm Snapdragon 625,RAM:, 4GB,Back Camera:, 12 MP,ROM:, 64GB,Product type:, 4G Smartphone",,,,,"
				Rs12,591
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201712/wlnlas1512955930803.jpg
#06214630,,,,,,Xiaomi Mi NOTE 3 5.5 inch 4G Smartphone (6GB+64GB 12MP Dual Camera Snapdragon 660 3500mAh)  ,"Product type:, 4G Smartphone,4G:, FDD(B3 1800MHz), FDD(B1 2100MHz), TDD(B41 2500MHz), TDD(B40 2300MHz), TDD(B39 1900MHz), TDD(B38 2600MHz), FDD(B8 900MHz), FDD(B7  2600MHz), FDD(B5 850MHz),CPU Type:, Octa Core,RAM:, 6GB,ROM:, 64GB,Fingerprint:, Yes,Screen Resolution:, 1920*1080,Screen Size:, 5.5,Back Camera:, 12 MP,Camera Function:, Dual Camera",,,,,"
				Rs19,615
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201709/infrpr1505370690168.jpg
#06514733,,,,,,"Gel Pen Pen Gel Pens Pen,Plastics Multi-Color Ink Colors For School Supplies Office Supplies Pack of 6  ",,,,,,"
				Rs198
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201801/mupndy1516460902387.jpg
#06430171,,,,,,"Xiaomi Redmi 5 Plus 5.99 "" 4G Smartphone Global Version(3GB+32GB 12MP Snapdragon 625 18:9 Screen 4000mAh)  ","Hardware Platform:, Qualcomm Snapdragon 625,RAM:, 3GB,Back Camera:, 12 MP,ROM:, 32GB,Product type:, 4G Smartphone",,,,,"
				Rs10,934
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201712/wlnlas1512955930803.jpg
#06418876,,,,,,"LeTV LeEco Coolpad Cool1 5.5 "" 4G Smartphone Global Version(4GB+32GB 13MP+13MP Snapdragon 652 4060mAh)  ","Hardware Platform:, Qualcomm Snapdragon 652,RAM:, 4GB,ROM:, 32GB,Product type:, 4G Smartphone,Screen Resolution:, 1920*1080,Screen Size(inch):, 5.5",,,,,"
				Rs7,687
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201712/qcdkwo1512369478761.jpg
#05324599,,,,,,Cartoon Cable Protector(1 PCS)  ,,,,,,"
				Rs66
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201610/jvkzsx1476112321450.jpg
#06059223,,,,,,Zoomies Hands Free Product Magnifier Mirror Telescope 400% Magnification Binoculars Multifunctional Glasses  ,,,,,,"
				Rs264
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201707/ofsxiu1501212396513.jpg
#05541947,,,,,,0.38 Mm 10-Color Painting Water Color Pen(10 PCS/Set)  ,,,,,,"
				Rs364
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201702/pgxhob1486613108836.jpg
#04946873,,,,,,"Chalkboard Wall Stickers Blackboard Wall Stickers Decorative Wall Stickers, Vinyl Home Decoration Wall Decal Wall  ",,,,,,"
				Rs347
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201604/riigmk1461894324143.jpg
#06364964,,,,,,Magnetic Therapy Posture Corrector Brace Shoulder Back Support Belt  ,,,,,,"
				Rs158
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201711/drysmz1510386966255.jpg
#06059217,,,,,,1PCS  High quality Useful Mini Engraving Pen Electric Carving Pen Machine Graver Tool Engraver  ,,,,,,"
				Rs198
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201707/pwevaw1500955070280.jpg
#06028036,,,,,,1Pcs  Eye Health Care Portable Fashion Magic Unisex Adjustable Dial Eye Glasses Vision Reader Eyeglasses With Adjustable Magnification  ,,,,,,"
				Rs755
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201707/tjsrop1500543400597.jpg
#04886192,,,,,,Creative Cell Phone Cradles Bobbin Winders  ,,,,,,"
				Rs66
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201612/sqjp1480576896181.jpg
#06317171,,,,,,10 PCS/Set Baymax Colorful Gel Pen  ,,,,,,"
				Rs198
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201710/ovmrst1509177139712.jpg
